"","est","se","gr","cv"
"recDevs_pt.36",-0.094033941880706,0.0538588590953438,-0.00516706549376789,0.572759771824419
"recDevs_pt.37",-0.240021299232105,0.0546364574916843,0.000343097155823813,0.227631704629887
"recDevs_pt.38",-0.0015631114784899,0.0525511111288881,-0.0126036810761545,33.6195542365648
"recDevs_pt.39",-0.0879391303953897,0.0531281358056358,-0.00637223681775767,0.604146704280136
"recDevs_pt.40",-0.0218013948383288,0.0529329494926555,-0.0114398634280737,2.42796159994289
"recDevs_pt.41",-0.224173809113611,0.0547362461698818,-0.00152692816688971,0.244168783080906
"recDevs_pt.42",-0.0381859319399627,0.0534830284365598,-0.011396467213483,1.40059508094886
"recDevs_pt.43",0.0390192190782729,0.0531330256699502,-0.0106477808890575,1.36171422506855
"recDevs_pt.44",0.0260745681745761,0.0525742521261505,-0.0124009290139442,2.0163038472642
"recDevs_pt.45",-0.20217584211051,0.0530578315406095,-0.00513606940722466,0.262434082068064
"recDevs_pt.46",-0.0827242886716331,0.0531897554473608,-0.00854641832226433,0.642976280624097
"recDevs_pt.47",-0.0246044678837076,0.0526401700822632,-0.0102151384814038,2.13945574157774
"recDevs_pt.48",0.0521451214597208,0.0523405651677387,-0.009803853794216,1.00374807273522
"recDevs_pt.49",0.0866106586826093,0.0526960801422767,-0.00256981331899619,0.608424886079958
"recDevs_pt.50",-0.0126926720821622,0.0539505405883191,-0.000727110223349925,4.25052662190328
"recDevs_pt.51",-0.0382221182060493,0.0560796925364756,-0.00762763857705773,1.46720525100569
"recDevs_pt.52",-0.0802169039869835,0.0575036693731431,-0.010116419905426,0.716852265732843
"recDevs_pt.53",0.0766742340413052,0.0564717932538733,-0.0027234824489224,0.736515909939855
"recDevs_pt.54",-0.337706705813028,0.0605262169326733,-0.00141552825452163,0.179227169288678
"recDevs_pt.55",0.0297994013485694,0.0562444249689998,-0.00521308486858518,1.88743472766777
"recDevs_pt.56",-0.441518831086954,0.0590855232747778,-0.00649380786882814,0.133823336887621
"recDevs_pt.57",0.0920580284566366,0.0545942230585837,-0.00231977548354645,0.593041410660886
"recDevs_pt.58",-0.0384976317797476,0.0535222957530438,-0.00597303112926983,1.39027501897403
"recDevs_pt.59",-0.175638534467527,0.0529575125347502,0.00387908509188639,0.301514201853814
"recDevs_pt.60",0.00629702073772183,0.0512205776679679,-0.00322032241952774,8.13409702800164
"recDevs_pt.61",0.045258659853978,0.0510968893186838,0.00951642931223073,1.12899695845043
"recDevs_pt.62",0.0147324829081436,0.051968769931335,0.00757768032990169,3.52749568795417
"recDevs_pt.63",-0.00630636961223811,0.0526318079609396,0.000227496100454694,8.34581719707684
"recDevs_pt.64",0.00199910042852157,0.0531385670246037,-0.00633046241391089,26.5812393747033
"recDevs_pt.65",0.00795848471200351,0.0527787426355037,-0.00419094465606062,6.63175774603165
"recDevs_pt.66",0.18704558913442,0.0529754992722538,-0.00278510041536206,0.283222392558977
"recDevs_pt.67",0.098053400295208,0.0535388582043341,0.00201267903001456,0.54601735424927
"recDevs_pt.68",-0.0500224586339262,0.0562362044473722,0.000983781851269239,1.12421912043387
"recDevs_pt.69",0.0590891593443896,0.058812463376969,0.00228551384855358,0.995317314199582
"recDevs_pt.70",0.048136453599002,0.0599021464452684,-0.000507044589386663,1.24442375718577
"omegaM_pt",-0.454398122039822,0.911378962924651,0.0519003671749678,2.00568382376541
"omegaM_pt.1",-0.559874661174337,0.88539028022124,0.0517971865760899,1.58140802150991
"omegaM_pt.2",-0.431806654495959,0.88160442149246,0.05170298042837,2.0416647411827
"omegaM_pt.3",-0.273658371471389,0.873137480238068,0.0516179965556364,3.19061125571799
"omegaM_pt.4",-0.0298346781341,0.877209494883021,0.0515386109548138,29.402344846496
"omegaM_pt.5",0.0147040646214745,0.875229816666491,0.0514606609753345,59.522984915903
"omegaM_pt.6",-0.0752315519555807,0.875947374985988,0.0513851432638421,11.6433511235177
"omegaM_pt.7",-0.0648211991049709,0.868706882814764,0.0513152556083406,13.401586129377
"omegaM_pt.8",0.621458143812049,0.857551939566397,0.0512438258583817,1.37990297191399
"omegaM_pt.9",0.497094015344263,0.877866089646313,0.0511605173825592,1.76599609439745
"omegaM_pt.10",-0.0392543033526469,0.870868788908336,0.0510689433892248,22.1853074574972
"omegaM_pt.11",-0.160529241895682,0.845157182524385,0.0509790162263273,5.26481762789111
"omegaM_pt.12",0.469828650934136,0.821353883009732,0.050892150948845,1.74819879838464
"omegaM_pt.13",1.13546595042901,0.82767217880254,0.050790182645184,0.728927343430973
"omegaM_pt.14",0.925488844082392,0.833170751696969,0.0506458948797463,0.900249373100813
"omegaM_pt.15",0.176842926746612,0.807966689036159,0.0504741534980778,4.5688380298854
"omegaM_pt.16",0.501996729339902,0.793844744145938,0.0503763734374459,1.58137433522684
"omegaM_pt.17",-0.621655482217312,0.824772497640579,0.0505125785208903,1.32673566184728
"omegaM_pt.18",-0.632382393121103,0.803315310190507,0.0505797108675883,1.27029993075198
"omegaM_pt.19",-0.165608885909971,0.807781039696905,0.0508383487296105,4.87764310023818
"omegaM_pt.20",-0.096420857606857,0.831109823648863,0.0507859027465972,8.619606216713
"omegaM_pt.21",-0.584831040735856,0.839756471794987,0.0510714635041293,1.43589586274076
"omegaM_pt.22",-0.78877442747218,0.835483423820597,0.0510640411097395,1.05921717885569
"omegaM_pt.23",-0.216343748558091,0.833903847440998,0.0507657134672264,3.8545317486587
"omegaM_pt.24",-0.0623842716757005,0.852310703283996,0.0506861900196297,13.6622690365716
"omegaM_pt.25",-0.0954072040375175,0.85478921220785,0.0504888420568028,8.95937807664625
"omegaM_pt.26",0.0672192791341189,0.855079855723156,0.0502607989890311,12.7207531341873
"omegaM_pt.27",0.0455627340748526,0.85634509525143,0.0499593597675324,18.7948575220395
"omegaM_pt.28",0.0474691424056893,0.852742801406654,0.0494690505375784,17.9641501445042
"omegaM_pt.29",0.30613978583508,0.844023863721306,0.0488459166532096,2.75698848295396
"omegaM_pt.30",0.538714749195264,0.82728864278544,0.0477723808511681,1.53567104672974
"omegaM_pt.31",0.947584837910644,0.823966186323114,0.0461787279063573,0.869543447043644
"omegaM_pt.32",0.287304410452552,0.819920789897578,0.0443106970342363,2.85383989965928
"omegaM_pt.33",-0.541192315740819,0.79950559158057,0.0425950583359683,1.47730403467787
"omegaM_pt.34",-0.529752389901766,0.79669113440916,0.0416753178786494,1.50389342190017
"omegaM_pt.35",-0.473058615052455,0.810314367012154,0.0410664943415657,1.71292592763014
"omegaM_pt.36",-0.0400664233884703,0.802624970909338,0.0407171680570828,20.0323588438968
"omegaM_pt.37",-0.495585449586346,0.818983759975726,0.0404623046528343,1.65255812223566
"omegaM_pt.38",0.20730160607291,0.817129461537605,0.0400682463370605,3.94174206855982
"omegaM_pt.39",0.104290014992331,0.826993025944831,0.039690306937761,7.92974309195028
"omegaM_pt.40",-0.144641895243945,0.82006936732624,0.0387665814307529,5.6696530831759
"omegaM_pt.41",0.0524569463269003,0.809357661603227,0.0376436351201007,15.4289892621558
"omegaM_pt.42",0.474731921265612,0.80681143534039,0.0360835209764367,1.69950955307465
"omegaM_pt.43",0.277221938574867,0.804960244778048,0.0344110491134862,2.90366718058521
"omegaM_pt.44",-0.0540207726792142,0.808928600457093,0.0323127006551083,14.9743989272547
"omegaM_pt.45",-0.215915444169949,0.80400740567883,0.0300241853974948,3.72371420103691
"omegaM_pt.46",-0.214917168016608,0.806328138722717,0.0276480607591916,3.75180887671294
"omegaM_pt.47",-0.0915442001632413,0.813317210557656,0.0255661558032447,8.88442095848073
"omegaM_pt.48",-0.0693971070366589,0.82791169567153,0.0234738961015038,11.9300606469689
"omegaM_pt.49",-0.190641121033767,0.824704097004922,0.021322363795885,4.32595073157825
"omegaM_pt.50",-0.11099241774546,0.820002227299613,0.019288720123946,7.38791211107891
"omegaM_pt.51",0.204343220831143,0.815740587830879,0.0176049435413473,3.99201199096767
"omegaM_pt.52",0.443426923462717,0.820352631524382,0.0161843879029591,1.85002891822232
"omegaM_pt.53",0.477194586568953,0.823463992710101,0.0145013451033732,1.72563565448392
"omegaM_pt.54",0.179591323943327,0.805268870898072,0.0122794052824888,4.4838962886213
"omegaM_pt.55",0.0354552723692,0.80871322477424,0.010263169184971,22.8093925313283
"omegaM_pt.56",-0.584984036388779,0.81374677371633,0.00865682305296025,1.39105808551589
"omegaM_pt.57",0.0587640191854006,0.799889512037247,0.00730768425762717,13.6118925003001
"omegaM_pt.58",-0.108790474674754,0.821489865014138,0.00588521496529705,7.55111941068473
"omegaM_pt.59",-0.201887145757404,0.828900915518193,0.0046504808481054,4.10576370480879
"omegaM_pt.60",-0.278706494470321,0.835125722603436,0.00336769271334958,2.99643438230811
"omegaM_pt.61",-0.407414803028778,0.834032843380711,0.00248886735201139,2.04713436325925
"omegaM_pt.62",-0.087639679358506,0.826420884485136,0.00181717998132857,9.42975705221959
"omegaM_pt.63",0.0897825249959339,0.833721456347372,0.00170570216495586,9.28601034984403
"omegaM_pt.64",0.2913040511716,0.826819914474356,0.00197211983216302,2.83833991030663
"omegaM_pt.65",0.506929409786596,0.820634345780641,0.00227002298140588,1.61883356920662
"omegaM_pt.66",0.322918727588339,0.812092967758706,0.00223764070704308,2.51485249500293
"omegaM_pt.67",0.105629797673808,0.801665393105483,0.00183437265147145,7.58938680902411
"omegaM_pt.68",0.0108232258668459,0.787184744425232,0.0011825924580452,72.7310650364013
"omegaM_pt.69",0.262969247498286,0.800426059202725,0.000697472496419325,3.04380100265504
"omegaM_pt.70",-0.212892212634064,0.804653761606882,0.000350491651539356,3.77962984954262
"omegaM_pt.71",-0.0857860527330594,0.840025475974422,0.000249788670566242,9.7920984730272
"omegaM_pt.72",0.131996532803829,0.923905348206745,0.000130290203783517,6.99946679341828
"lnqComb_pg",-0.230751455989596,0.104347236148658,-2.71897614212614e-05,0.452206187393948
"logitphi1_g",2.10784905172406,0.377106791825313,-1.06748833603731e-05,0.178905975983843
"logitphi1_g.1",1.04707583947273,0.316088075289306,-4.66721212344368e-06,0.301876963800901
"logitphi1_g.2",1.93342673165715,0.332104869387921,-0.0111886582969105,0.171770082594892
