"","Stock","$B_0$","$R_0$","$R_{init}$","$\overline{R}$","$M_0$","$m_1$","$\overline{M}$","$q_s$","$q_d$","$B_{2023}$","$B_{2023}/B_0$","$P(B_{2023} \geq .3B_0)$","$USR$","$B_{2023}/USR$","$P(B_{2023} \geq USR)$"
"1","SOG","107.11 (73.78, 144.33)","2145.64 (1671.28, 2753.85)","2145.64 (1671.28, 2753.85)","3159.99 (2473.02, 3990.48)","0.58 (0.56, 0.65)","4.52 (2.43, 7.42)","0.6 (0.57, 0.63)","0.7 (0.57, 0.86)","1 (1, 1)","84.54 (55.46, 122.08)","0.81 (0.49, 1.29)",1,"67.18 (60.08, 75.49)","1.26 (0.83, 1.82)",0.86
