"","Q5","Q50","Q95","Mean","SD","MCSE_Q5","MCSE_Q50","MCSE_Q95","MCSE_Mean","MCSE_SD","Rhat","Bulk_ESS","Tail_ESS"
"lnRbar_p",7.85058284902662,8.0479546576998,8.2529483466381,8.05101084700958,0.120928576767419,0.00854937705710679,0.00747657021251147,0.00714410996871173,0.00614124637998145,0.00434578765996431,1.00708931925059,388,983
