"","Stock","$B_0$","$R_0$","$R_{init}$","$\overline{R}$","$M_0$","$m_1$","$\overline{M}$","$q_s$","$q_d$","$B_{2023}$","$B_{2023}/B_0$","$P(B_{2023} \geq .3B_0)$","$USR$","$B_{2023}/USR$","$P(B_{2023} \geq USR)$"
"1","SOG","107.18 (72.6, 142.94)","2150.36 (1677.67, 2750.14)","2150.36 (1677.67, 2750.14)","3147.42 (2489.82, 4050.59)","0.58 (0.56, 0.66)","4.58 (2.33, 7.85)","0.6 (0.57, 0.64)","0.7 (0.56, 0.86)","1 (1, 1)","84.35 (56.53, 122.32)","0.81 (0.48, 1.33)",1,"67.37 (60.38, 76.1)","1.26 (0.83, 1.8)",0.84
