"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","SOG_agg","Mb0.562_h0.65","SOG",95.251,2131.943,2131.943,0,0.607,0,0.736,1,TRUE
