"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","SOG_agg","Mb0.562_h0.65","131.184","95.251","70.14","79.075","0.535","0.83","0.553","0.274","0.69","0.168","TRUE","0.54","NaN","0.54","-268.94"
