"","Q5","Q50","Q95","Mean","SD","MCSE_Q5","MCSE_Q50","MCSE_Q95","MCSE_Mean","MCSE_SD","Rhat","Bulk_ESS","Tail_ESS"
"lnRbar_p",7.85476856814114,8.04241734427019,8.24564986497485,8.04676137680936,0.122592113505107,0.0077626104680828,0.00721944528418828,0.00921652995312883,0.00672664282955484,0.00476063780313599,1.00029358744611,331,730
