"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","SOG_agg","Mb0.562_h0.75","131.184","95.99","70.14","79.173","0.535","0.825","0.543","0.268","0.677","0.166","TRUE","0.54","NaN","0.54","-268.876"
