"","Stock","$B_0$","$R_0$","$R_{init}$","$\overline{R}$","$M_0$","$m_1$","$\overline{M}$","$q_s$","$q_d$","$B_{2023}$","$B_{2023}/B_0$","$P(B_{2023} \geq .3B_0)$","$USR$","$B_{2023}/USR$","$P(B_{2023} \geq USR)$"
"1","SOG","104.84 (76, 137.91)","2263.97 (1777.08, 2874.07)","2263.97 (1777.08, 2874.07)","3288.68 (2582.14, 4131.3)","0.6 (0.58, 0.66)","4.84 (2.64, 8.01)","0.61 (0.58, 0.64)","0.69 (0.55, 0.84)","1 (1, 1)","83.36 (54.37, 118.02)","0.81 (0.49, 1.26)",1,"68.4 (61.21, 77.83)","1.22 (0.79, 1.77)",0.81
