"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","SOG_agg","Mb0.584_h0.70","131.184","96.338","70.14","78.94","0.535","0.819","0.533","0.266","0.665","0.174","TRUE","0.54","NaN","0.54","-268.796"
