,Stock,h,Mb,R0,M0,m1,Mbar,qs,qd,qb,BT,DT,PBTGtLRP,USR,Scenario
1,SOG,0.7,0.561,2137.98895,0.58165,4.4837,0.6,0.7033,0.99,0.86,84.33375,0.9335,1,67.312,Ensemble
