,B0,Busr,Uusr,Yusr,Bmsy,Umsy,MSY,Bcrash,Ucrash,DT,Scenario
1,90.23495,66.96735,0.0813,6.07661,39.1267,0.187805,9.28322,7.9197,0.28659,0.92515,Ensemble
