"","Stock","$B_0$","$R_0$","$R_{init}$","$\overline{R}$","$M_0$","$m_1$","$\overline{M}$","$q_s$","$q_d$","$B_{2023}$","$B_{2023}/B_0$","$P(B_{2023} \geq .3B_0)$","$USR$","$B_{2023}/USR$","$P(B_{2023} \geq USR)$"
"1","SOG","107.3 (69.29, 144.54)","2001.35 (1579.99, 2519.71)","2001.35 (1579.99, 2519.71)","3019.08 (2343.55, 3983.12)","0.57 (0.53, 0.66)","3.92 (2.03, 6.78)","0.59 (0.56, 0.63)","0.72 (0.58, 0.88)","1 (1, 1)","84.56 (56.45, 119.75)","0.81 (0.49, 1.33)",1,"66.29 (59.15, 75.4)","1.28 (0.83, 1.83)",0.87
