"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","SOG_agg","Mb0.532_h0.70","131.184","91.471","70.14","79.178","0.535","0.866","0.619","0.303","0.77","0.159","TRUE","0.54","NaN","0.54","-268.793"
